eventid,region,attacktype1,targtype1,natlty1,weaptype1, 
201509150019 ,10,9,1,113,13,
201509150084 ,10,1,10,113,13,
201509160069 ,10,6,14,92,13,
201509180003 ,10,2,14,113,5,
201509190014 ,10,3,20,113,6,
201509200051 ,10,2,14,113,6,
201509200052 ,10,2,14,113,6,
201509200053 ,10,2,14,113,6,
201509210014 ,10,2,14,113,6,
201509220017 ,10,9,14,113,13,
201509230013 ,10,6,14,113,13,
201509260002 ,10,9,3,113,13,
201509270001 ,10,3,14,113,6,
201509270002 ,10,2,3,113,5,
201509280004 ,10,3,7,209,6,
201509300083 ,10,3,2,113,6,
201510010064 ,10,2,3,113,5,
201510010065 ,10,3,3,113,6,
201510010066 ,10,6,14,113,5,
201510010067 ,10,3,7,209,6,
201510020035 ,10,1,4,113,5,
201510040033 ,10,9,14,113,13,
201510040034 ,10,9,14,113,13,
201510040035 ,10,9,14,113,13,
201510040036 ,10,9,14,113,13,
201510040038 ,10,3,4,113,6,
201510040047 ,10,3,14,113,6,
201510060026 ,10,6,14,113,13,
201510070038 ,10,6,14,113,13,
201510070040 ,10,4,1,113,5,
201510070042 ,10,3,20,113,6,
201510080086 ,10,6,14,113,9,
201510100029 ,10,4,1,113,13,
201510110028 ,10,6,3,113,5,
201510140001 ,10,3,4,113,6,
201510150002 ,10,3,14,113,6,
201510150018 ,10,3,14,113,6,
201510150019 ,10,3,14,113,6,
201510150020 ,10,3,14,113,6,
201510150021 ,10,3,14,113,6,
201510150065 ,10,6,14,113,5,
201510160001 ,10,3,14,113,6,
201510160003 ,10,3,14,113,6,
201510160004 ,10,9,4,113,13,
201510170001 ,10,3,1,113,6,
201510170003 ,10,3,14,113,6,
201510170004 ,10,9,17,113,13,
201510180001 ,10,9,1,113,13,
201510180002 ,10,3,14,113,6,
201510180055 ,10,6,2,113,13,
201510180094 ,10,1,4,113,5,
201510190003 ,10,3,14,113,6,
201510230012 ,10,6,14,195,12,
201510230013 ,10,6,14,42,9,
201510230014 ,10,6,14,195,9,
201510260065 ,10,6,14,113,13,
201510260066 ,10,6,14,113,9,
201510270002 ,10,3,17,113,6,
201510270029 ,10,9,14,113,13,
201510290001 ,10,6,14,113,13,
201510290097 ,10,6,10,113,5,
201510290098 ,10,6,14,113,5,
201510300065 ,10,6,14,113,5,
201511010044 ,10,6,4,113,13,
201511010045 ,10,2,2,113,5,
201511020049 ,10,2,15,113,5,
201511030025 ,10,3,1,113,6,
201511030026 ,10,7,14,113,13,
201511030027 ,10,7,14,113,13,
201511030028 ,10,7,14,113,13,
201511030029 ,10,6,14,113,13,
201511040016 ,10,4,1,113,13,
201511040017 ,10,6,1,113,13,
201511050012 ,10,6,14,113,13,
201511060020 ,10,6,3,113,13,
201511080009 ,10,6,7,1001,5,
201511100017 ,10,3,14,113,6,
201511100018 ,10,3,14,113,6,
201511100058 ,10,6,10,113,13,
201511110013 ,10,3,4,113,6,
201511120007 ,10,3,14,113,6,
201511120008 ,10,6,14,113,9,
201511130043 ,10,9,14,113,13,
201511130044 ,10,9,14,113,13,
201511130045 ,10,9,14,113,13,
201511130046 ,10,9,14,113,13,
201511130047 ,10,9,14,113,13,
201511170007 ,10,8,2,113,9,
201511170009 ,10,6,14,113,13,
201511180010 ,10,9,4,113,13,
201511190005 ,10,6,2,113,13,
201511200004 ,10,9,4,113,13,
201511200006 ,10,2,4,113,5,
201511200007 ,10,2,3,113,5,
201511220005 ,10,3,3,113,6,
201511240010 ,10,2,4,113,5,
201511240026 ,10,2,2,113,5,
201511250009 ,10,2,4,113,5,
201511250010 ,10,2,3,113,5,
201511280006 ,10,3,14,113,6,
201511280007 ,10,3,21,113,6,
201511290035 ,10,2,4,113,6,
201511300049 ,10,1,2,113,6,
201512010007 ,10,6,2,113,5,
201512010035 ,10,3,14,113,6,
201512010036 ,10,3,14,113,6,
201512010037 ,10,2,2,113,5,
201512010047 ,10,3,14,113,6,
201512020031 ,10,3,4,113,6,
201512050011 ,10,2,4,113,5,
201512100009 ,10,3,4,113,6,
201512100010 ,10,8,2,113,9,
201512100011 ,10,2,4,113,5,
201512110007 ,10,6,12,113,5,
201512130011 ,10,6,14,136,9,
201512130012 ,10,6,14,155,5,
201512130023 ,10,2,4,113,5,
201512140021 ,10,6,14,113,9,
201512150048 ,10,6,1,124,13,
201512190011 ,10,2,8,113,5,
201512190014 ,10,3,4,113,6,
201512210016 ,10,4,1,113,13,
201512220004 ,10,3,15,113,6,
201512290007 ,10,1,15,113,6,
201512300042 ,10,6,2,113,5,
201512310037 ,10,6,14,60,5,
201601020024 ,10,9,4,113,13,
201601040075 ,10,6,14,214,13,
201601050004 ,10,3,1,113,6,
201601070049 ,10,3,20,113,6,
201601080005 ,10,2,2,113,5,
201601080020 ,10,3,21,113,6,
201601090010 ,10,3,14,113,6,
201601090033 ,10,3,8,113,6,
201601100007 ,10,2,1,113,5,
201601110005 ,10,6,14,60,13,
201601130010 ,10,3,14,113,6,
201601140010 ,10,3,14,113,6,
201601140011 ,10,6,1,113,13,
201601140017 ,10,6,3,113,13,
201601140018 ,10,6,3,113,13,
201601140019 ,10,6,3,113,13,
201601140020 ,10,6,3,113,13,
201601150005 ,10,3,14,113,6,
201601160024 ,10,3,14,113,6,
201601160025 ,10,9,14,113,13,
201601160026 ,10,6,14,113,12,
201601170002 ,10,3,14,113,6,
201601180009 ,10,9,20,113,13,
201601180012 ,10,2,15,113,5,
201601190016 ,10,3,20,113,6,
201601200020 ,10,3,14,113,6,
201601240005 ,10,6,14,113,13,
201601240039 ,10,3,4,113,6,
201601240047 ,10,6,14,113,5,
201601260009 ,10,6,14,113,13,
201601260010 ,10,3,14,113,6,
201601260011 ,10,6,15,113,5,
201601280058 ,10,6,14,113,13,
201601280061 ,10,2,14,113,5,
201601290005 ,10,6,3,113,13,
201601310033 ,10,3,21,113,6,
201601310055 ,10,6,14,174,9,
201601310056 ,10,6,14,113,5,
201601310069 ,10,2,14,113,5,
201601310071 ,10,6,14,60,5,
201602010043 ,10,6,14,113,13,
201602020024 ,10,6,14,113,13,
201602020025 ,10,3,2,113,6,
201602020060 ,10,9,17,113,13,
201602030027 ,10,1,4,113,6,
201602030039 ,10,2,14,113,5,
201602030040 ,10,3,14,113,6,
201602040015 ,10,3,3,113,6,
201602070037 ,10,3,21,113,6,
201602080015 ,10,6,14,113,9,
201602090010 ,10,6,14,113,5,
201602100040 ,10,6,2,113,5,
201602130024 ,10,6,14,113,5,
201602140017 ,10,6,14,113,5,
201602150036 ,10,2,14,113,5,
201602150049 ,10,6,11,60,13,
201602160036 ,10,2,4,113,5,
201602170007 ,10,6,14,113,13,
201602170017 ,10,7,8,113,8,
201602180001 ,10,7,1,113,8,
201602180026 ,10,6,14,113,5,
201602180040 ,10,2,14,113,5,
201602190053 ,10,6,2,113,5,
201602200034 ,10,2,3,113,5,
201602220002 ,10,9,15,113,13,
201602220019 ,10,6,14,113,5,
201602220026 ,10,6,14,113,13,
201602220032 ,10,9,14,113,13,
201602250046 ,10,3,20,113,6,
201602270071 ,10,6,14,16,13,
201602280011 ,10,6,14,113,9,
201602290016 ,10,6,14,113,13,
201602290035 ,10,3,21,113,6,
201603030014 ,10,6,14,113,5,
201603050014 ,10,6,14,113,5,
201603060016 ,10,2,15,113,5,
201603060017 ,10,6,14,113,13,
201603060018 ,10,6,14,113,13,
201603070019 ,10,6,14,113,13,
201603070020 ,10,9,14,113,13,
201603070021 ,10,9,14,113,13,
201603070022 ,10,6,14,113,13,
201603070023 ,10,6,14,113,13,
201603070024 ,10,9,14,113,13,
201603070056 ,10,6,14,113,13,
201603080067 ,10,4,1,113,13,
201603090005 ,10,9,17,113,13,
201603090006 ,10,6,3,113,5,
201603100024 ,10,6,4,113,5,
201603100057 ,10,6,14,113,13,
201603120061 ,10,2,4,113,5,
201603130083 ,10,9,14,113,13,
201603130084 ,10,6,14,113,13,
201603130090 ,10,6,14,113,13,
201603130091 ,10,6,14,113,13,
201603130092 ,10,6,14,113,13,
201603130093 ,10,7,14,113,13,
201603130094 ,10,7,14,113,13,
201603130095 ,10,7,14,113,13,
201603130096 ,10,7,14,113,13,
201603130097 ,10,7,14,113,13,
201603130098 ,10,7,14,113,13,
201603130099 ,10,7,14,113,13,
201603130100 ,10,7,14,113,13,
201603130101 ,10,7,14,113,13,
201603140024 ,10,6,1,113,13,
201603140029 ,10,6,14,113,5,
201603140068 ,10,6,2,113,5,
201603140070 ,10,2,2,113,5,
201603150015 ,10,3,4,113,6,
201603150060 ,10,2,1,113,5,
201603150073 ,10,6,14,113,5,
201603160017 ,10,6,14,113,13,
201603160018 ,10,2,17,113,5,
201603160020 ,10,3,14,113,6,
201603160050 ,10,3,15,113,6,
201603160051 ,10,7,15,113,13,
201603170009 ,10,3,3,113,6,
201603190006 ,10,2,14,113,5,
201603210088 ,10,4,1,113,13,
201603230007 ,10,3,21,113,6,
201603250008 ,10,6,14,19,13,
201603250052 ,10,6,14,113,13,
201603280017 ,10,3,4,113,6,
201603310041 ,10,6,14,113,13,
201603310042 ,10,6,14,113,13,
201603310043 ,10,9,14,113,13,
201603310052 ,10,6,1,92,13,
201603310053 ,10,6,14,113,13,
201604010035 ,10,6,14,113,13,
201604020001 ,10,2,21,113,5,
201604030034 ,10,7,10,113,5,
201604030038 ,10,7,14,113,13,
201604030054 ,10,2,1,113,5,
201604040013 ,10,2,13,113,6,
201604040022 ,10,6,1,113,13,
201604040096 ,10,6,14,113,13,
201604060012 ,10,9,4,113,13,
201604060013 ,10,6,4,113,5,
201604120028 ,10,6,14,113,13,
201604120030 ,10,3,4,113,6,
201604120034 ,10,3,14,113,6,
201604120059 ,10,1,2,113,5,
201604120060 ,10,4,2,113,5,
201604130027 ,10,6,4,113,9,
201604130043 ,10,6,4,113,5,
201604130060 ,10,3,17,113,6,
201604140005 ,10,2,14,113,5,
201604140006 ,10,6,14,113,13,
201604140007 ,10,6,14,113,13,
201604140009 ,10,3,4,113,6,
201604140010 ,10,3,14,113,6,
201604140021 ,10,3,4,113,6,
201604150010 ,10,3,14,113,6,
201604150011 ,10,1,4,113,6,
201604150067 ,10,6,14,113,13,
201604160020 ,10,6,2,113,5,
201604160021 ,10,3,14,113,6,
201604160022 ,10,1,10,113,5,
201604160023 ,10,6,14,113,9,
201604160024 ,10,6,14,113,9,
201604200049 ,10,9,14,113,13,
201604200050 ,10,3,14,113,6,
201604200051 ,10,3,14,113,6,
201604200052 ,10,1,4,113,5,
201604200053 ,10,3,4,113,6,
201604220040 ,10,3,14,113,6,
201604230040 ,10,6,1,1001,13,
201604230041 ,10,3,4,113,6,
201604230087 ,10,9,3,113,13,
201604260047 ,10,6,14,92,13,
201604270038 ,10,3,4,216,6,
201604270043 ,10,3,4,113,6,
201604270049 ,10,9,14,113,13,
201604280067 ,10,6,21,113,13,
201604300036 ,10,1,2,113,5,
201605010028 ,10,6,14,113,9,
201605010051 ,10,1,4,113,5,
201605010052 ,10,6,14,113,5,
201605020011 ,10,3,14,113,6,
201605020028 ,10,9,14,113,13,
201605030014 ,10,6,14,113,13,
201605030015 ,10,9,4,113,13,
201605040024 ,10,6,14,113,13,
201605040030 ,10,6,4,113,13,
201605040031 ,10,6,4,113,13,
201605050018 ,10,6,3,113,5,
201605050023 ,10,6,14,113,5,
201605060052 ,10,3,3,113,6,
201605080013 ,10,6,3,113,5,
201605080016 ,10,6,3,113,13,
201605080020 ,10,4,1,113,13,
201605080021 ,10,6,1,113,13,
201605080022 ,10,3,14,113,6,
201605090010 ,10,6,4,113,5,
201605090012 ,10,7,1,113,13,
201605090014 ,10,6,14,113,13,
201605090015 ,10,6,14,113,13,
201605090016 ,10,6,3,113,13,
201605090017 ,10,6,3,113,13,
201605090018 ,10,6,14,113,13,
201605100014 ,10,6,3,113,13,
201605100015 ,10,6,14,113,13,
201605120016 ,10,1,4,113,5,
201605120047 ,10,3,20,113,6,
201605130016 ,10,6,3,113,5,
201605130017 ,10,6,14,60,5,
201605150034 ,10,6,14,113,13,
201605160004 ,10,6,2,113,13,
201605160006 ,10,3,14,113,6,
201605180032 ,10,3,4,113,6,
201605180081 ,10,3,4,113,6,
201605180082 ,10,3,4,113,6,
201605190055 ,10,3,20,113,6,
201605190056 ,10,1,4,113,5,
201605190057 ,10,2,14,113,5,
201605210009 ,10,3,2,113,6,
201605210010 ,10,6,2,113,13,
201605230009 ,10,3,4,113,6,
201605260033 ,10,3,14,113,6,
201605260034 ,10,3,14,113,6,
201605260035 ,10,3,14,113,6,
201605260036 ,10,6,14,113,13,
201605270060 ,10,3,4,113,6,
201605300072 ,10,3,20,113,6,
201605310049 ,10,2,3,113,5,
201606030079 ,10,3,20,113,6,
201606060028 ,10,6,2,113,5,
201606100022 ,10,9,4,113,13,
201606110050 ,10,3,14,113,6,
201606130012 ,10,7,21,113,5,
201606150001 ,10,3,20,113,6,
201606160001 ,10,3,3,113,6,
201606170042 ,10,3,4,113,6,
201606200026 ,10,6,14,60,5,
201606220002 ,10,3,1,113,6,
201606240084 ,10,1,10,113,5,
201607030002 ,10,1,3,113,6,
201607030026 ,10,6,14,60,5,
201607060001 ,10,3,4,113,6,
201607060002 ,10,9,4,113,13,
201607060003 ,10,9,4,113,13,
201607070003 ,10,3,6,113,6,
201607100001 ,10,6,4,113,5,
201607120001 ,10,3,4,113,6,
201607130001 ,10,1,2,113,6,
201607130003 ,10,3,1,113,6,
201607130004 ,10,3,4,113,6,
201607140002 ,10,2,4,113,6,
201607140003 ,10,3,4,113,6,
201607150001 ,10,3,14,113,6,
201607160003 ,10,3,20,113,6,
201607210003 ,10,1,10,113,5,
201607250064 ,10,7,2,113,5,
201607280042 ,10,3,17,113,6,
201607310031 ,10,3,4,113,6,
201607310060 ,10,3,17,113,6,
201608020064 ,10,6,14,60,5,
201608080008 ,10,2,2,113,5,
201608090035 ,10,9,4,113,13,
201608100048 ,10,3,4,113,6,
201608140001 ,10,2,2,113,5,
201608170040 ,10,2,12,422,5,
201608210034 ,10,3,20,113,6,
201608220035 ,10,3,17,113,6,
201608250049 ,10,3,4,113,6,
201608300050 ,10,2,6,113,5,
201609020042 ,10,3,17,113,6,
201609040095 ,10,3,20,113,6,
201609060073 ,10,3,20,113,6,
201609070008 ,10,3,4,113,6,
201609080009 ,10,3,2,113,6,
201609080024 ,10,3,2,113,6,
201609140028 ,10,3,14,113,6,
201609170051 ,10,7,3,113,5,
201609180005 ,10,2,4,113,5,
201609180023 ,10,9,1,113,13,
201609180075 ,10,9,1,113,13,
201609190005 ,10,6,1,98,5,
201609200052 ,10,6,14,113,13,
201609220012 ,10,3,20,113,6,
201609220024 ,10,3,6,113,6,
201609220025 ,10,6,2,113,13,
201609270034 ,10,6,4,113,5,
201610030043 ,10,1,10,142,5,
201610040032 ,10,3,14,113,6,
201610060043 ,10,1,15,113,5,
201610100052 ,10,2,2,113,5,
201610100056 ,10,6,14,113,5,
201610120037 ,10,2,14,113,5,
201610140006 ,10,2,2,113,5,
201610150005 ,10,7,17,113,8,
201610160051 ,10,6,4,113,13,
201610170085 ,10,6,14,113,5,
201610200001 ,10,6,6,113,5,
201610240009 ,10,3,14,113,6,
201610290001 ,10,3,14,113,6,
201610290084 ,10,7,21,113,11,
201611020012 ,10,6,2,113,5,
201611040002 ,10,3,4,113,6,
201611040003 ,10,1,14,113,6,
201611050015 ,10,2,3,113,5,
201611060050 ,10,7,4,113,8,
201611070028 ,10,6,15,113,13,
201611080055 ,10,9,1,113,13,
201611080057 ,10,6,2,113,13,
201611090054 ,10,3,4,113,6,
201611090055 ,10,6,14,113,13,
201611090056 ,10,6,14,113,13,
201611110031 ,10,3,20,113,6,
201611110032 ,10,3,14,113,6,
201611130018 ,10,3,14,113,6,
201611130074 ,10,1,2,113,5,
201611150007 ,10,3,14,113,6,
201611150027 ,10,6,2,113,5,
201611170014 ,10,3,17,113,6,
201611210014 ,10,3,1,113,6,
201611240005 ,10,6,2,113,13,
201611260010 ,10,3,17,113,6,
201611290027 ,10,6,14,113,5,
201611290033 ,10,3,4,113,6,
201612010015 ,10,3,1,113,6,
201612010103 ,10,3,4,113,6,
201612020007 ,10,3,17,113,6,
201612020019 ,10,3,17,113,6,
201612030011 ,10,3,4,113,6,
201612050003 ,10,3,4,113,6,
201612070002 ,10,3,4,113,6,
201612070003 ,10,3,4,113,6,
201612120051 ,10,6,4,113,13,
201612170022 ,10,2,2,113,5,
201612180006 ,10,7,21,113,5,
201612190012 ,10,3,4,113,6,
201612200024 ,10,5,4,113,9,
201612210003 ,10,3,1,113,6,
201612210018 ,10,2,14,113,5,
201612210022 ,10,3,20,113,6,
201612210049 ,10,6,14,60,13,
201612230034 ,10,6,14,60,5,
201502010135 ,11,2,4,111,5,
201501140058 ,10,3,20,110,6,
201501190036 ,10,6,14,110,5,
201501190063 ,10,3,1,110,6,
201501200058 ,10,6,14,110,5,
201501220040 ,10,3,20,110,6,
201501250033 ,10,1,3,110,5,
201501300070 ,10,6,14,110,13,
201501300089 ,10,3,20,110,6,
201502120089 ,10,3,20,110,6,
201502230088 ,10,3,22,110,6,
201502260031 ,10,3,4,110,6,
201503090069 ,10,6,14,110,13,
201503140005 ,10,3,20,110,6,
201503240097 ,10,2,1,110,5,
201503250068 ,10,2,14,110,5,
201504020066 ,10,3,14,110,6,
201504120087 ,10,6,14,110,13,
201504130096 ,10,6,14,110,13,
201504140078 ,10,2,14,200,5,
201504180058 ,10,1,4,200,5,
201505040076 ,10,2,4,110,5,
201505210111 ,10,3,20,110,6,
201506010052 ,10,7,7,422,5,
201506110072 ,10,3,20,110,6,
201507170048 ,10,6,10,54,13,
201507250041 ,10,1,22,155,5,
201508140095 ,10,3,1,110,6,
201508220126 ,10,1,22,155,5,
201509070065 ,10,3,20,110,6,
201510070067 ,10,3,4,110,6,
201510190049 ,10,3,14,200,6,
201511050002 ,10,3,15,110,6,
201511060035 ,10,3,4,110,6,
201511120057 ,10,3,20,110,6,
201511170069 ,10,2,7,422,5,
201511210048 ,10,2,14,200,6,
201512110016 ,10,6,2,113,5,
201601080016 ,10,2,3,110,5,
201601120049 ,10,2,22,110,5,
201601140050 ,10,3,14,110,6,
201602270059 ,10,3,20,155,6,
201602270060 ,10,3,20,155,6,
201602270061 ,10,3,20,155,6,
201603240026 ,10,3,4,110,6,
201604120036 ,10,1,22,155,6,
201604180039 ,10,6,14,200,5,
201604180062 ,10,3,14,155,6,
201605070072 ,10,3,20,110,6,
201605070073 ,10,3,20,110,6,
201605180072 ,10,1,14,110,5,
201605210046 ,10,3,14,155,6,
201606120025 ,10,3,1,110,6,
201606270001 ,10,3,14,110,6,
201606270002 ,10,3,14,110,6,
201606270003 ,10,3,15,110,6,
201606280050 ,10,9,14,200,13,
201607100044 ,10,2,22,110,5,
201607260037 ,10,3,1,110,6,
201608060054 ,10,3,14,155,6,
201608150049 ,10,3,4,110,6,
201608180037 ,10,3,14,110,6,
201608190046 ,10,3,14,155,6,
201608310015 ,10,3,19,110,6,
201609060078 ,10,3,14,110,6,
201609160033 ,10,3,14,200,6,
201609160034 ,10,3,14,200,6,
201609160035 ,10,6,14,110,13,
201609260055 ,10,3,4,155,6,
201610090034 ,10,2,4,110,5,
201610160034 ,10,2,4,110,5,
201611120027 ,10,2,4,110,5,
201611250047 ,10,7,20,110,8,
201612040020 ,10,2,4,110,5,
201612150025 ,10,2,4,110,5,
201612210012 ,10,2,17,155,5,
201612280027 ,10,1,2,110,6,
201512280055 ,5,3,14,108,6,
201512300044 ,5,3,20,108,6,
201601240010 ,5,3,1,44,6,
201603010064 ,5,2,1,44,5,
201603020039 ,5,2,19,108,5,
201603230037 ,5,2,19,44,5,
201504030084 ,7,7,12,107,8,
201511190055 ,7,2,3,107,5,
201511260057 ,7,2,15,107,9,
201602190072 ,7,1,10,107,9,
201607290051 ,7,3,2,107,6,
201608300004 ,7,3,7,44,6,
201609200037 ,7,3,20,107,6,
201501010076 ,11,2,4,104,5,
201501110020 ,11,2,15,104,5,
201502050052 ,11,3,1,104,6,
201502070021 ,11,1,2,104,5,
201502130070 ,11,2,3,104,6,
201502250006 ,11,2,14,104,5,
201503170015 ,11,3,3,104,6,
201503250033 ,11,1,3,104,5,
201504160067 ,11,4,19,104,5,
201504230005 ,11,1,2,104,5,
201504240042 ,11,2,4,104,5,
201504280070 ,11,2,2,104,5,
201504290036 ,11,3,14,104,6,
201505030057 ,11,2,14,104,5,
201505030058 ,11,2,14,104,5,
201505030109 ,11,3,20,104,6,
201505120095 ,11,2,3,104,6,
201505150074 ,11,3,4,104,6,
201505190019 ,11,5,15,104,5,
201505190020 ,11,5,15,104,5,
201505260020 ,11,4,14,104,13,
201506060040 ,11,2,2,104,5,
201506130017 ,11,2,1,104,5,
201506130018 ,11,3,4,104,6,
201506140010 ,11,5,14,104,5,
201506140072 ,11,3,4,104,6,
201506150007 ,11,2,14,104,5,
201506200011 ,11,1,2,104,5,
201506210035 ,11,1,2,104,5,
201507020084 ,11,2,14,104,5,
201507020109 ,11,2,2,104,5,
201507290015 ,11,3,4,104,6,
201508120121 ,11,3,3,104,6,
201508210097 ,11,2,1,104,5,
201508230044 ,11,3,15,104,6,
201509080040 ,11,3,1,104,6,
201509170079 ,11,9,4,104,13,
201510120001 ,11,6,8,104,5,
201511200053 ,11,3,3,104,6,
201512150008 ,11,2,3,104,5,
201512170061 ,11,9,4,104,13,
201512200031 ,11,3,19,104,6,
201512200032 ,11,3,15,104,6,
201512260012 ,11,3,20,104,6,
201512280036 ,11,3,20,104,6,
201601010015 ,11,3,4,104,6,
201601240014 ,11,3,1,104,6,
201601300061 ,11,3,20,104,6,
201605290005 ,11,2,4,104,5,
201605290006 ,11,2,4,104,5,
201605290007 ,11,2,4,104,5,
201606030085 ,11,9,2,104,13,
201606050081 ,11,3,15,104,6,
201606100042 ,11,1,2,104,9,
201606110048 ,11,3,3,104,6,
201606200023 ,11,3,13,104,6,
201606250032 ,11,3,16,104,6,
201606250033 ,11,3,9,104,6,
201607020030 ,11,5,14,104,5,
201607030028 ,11,3,4,104,6,
201607060022 ,11,3,3,104,6,
201607090025 ,11,2,14,104,5,
201607090044 ,11,7,14,104,8,
201607100007 ,11,3,4,104,6,
201607120033 ,11,3,4,104,6,
201607140026 ,11,3,3,104,6,
201607260005 ,11,3,4,104,6,
201608030030 ,11,2,4,104,5,
201608030031 ,11,3,4,104,6,
201608200035 ,11,2,3,104,5,
201610060016 ,11,7,16,104,13,
201610170018 ,11,2,3,104,5,
201611150019 ,11,5,15,104,5,
201611150020 ,11,5,15,104,5,
201611210046 ,11,9,14,104,13,
201611220008 ,11,2,4,104,5,
201611220029 ,11,2,8,104,5,
201611270044 ,11,6,14,104,13,
201612030015 ,11,3,1,104,6,
201612230016 ,11,2,3,104,9,
201509210056 ,10,7,2,102,8,
201509210057 ,10,7,8,102,8,
201602120102 ,10,7,21,102,5,
201606060044 ,10,2,2,102,5,
201609250006 ,10,1,10,102,5,
201610160033 ,10,3,17,102,6,
201611040011 ,10,2,4,217,5,
201503250043 ,4,7,7,184,8,
201501100074 ,11,2,4,99,5,
201501100075 ,11,6,4,99,5,
201512020048 ,11,2,4,99,5,
201512020049 ,11,2,4,99,5,
201507130088 ,8,6,18,98,9,
201511120051 ,8,2,14,98,9,
201512130062 ,8,8,4,98,9,
201601070048 ,8,3,1,98,6,
201604300060 ,8,3,2,98,6,
201606070035 ,8,3,7,422,6,
201606090041 ,8,3,2,98,6,
201611260022 ,8,3,3,98,6,
201501280033 ,10,3,4,97,6,
201501280034 ,10,3,14,97,6,
201502220068 ,10,2,14,97,9,
201502260029 ,10,7,8,97,8,
201503100076 ,10,2,4,97,5,
201503180045 ,10,3,20,888,6,
201504260023 ,10,3,4,97,6,
201506180020 ,10,7,15,97,8,
201507290048 ,10,2,14,97,9,
201508020110 ,10,1,2,97,6,
201509160081 ,10,2,20,888,8,
201510030023 ,10,9,14,97,13,
201510070030 ,10,2,14,97,9,
201510070032 ,10,2,14,97,8,
201510080015 ,10,2,4,97,9,
201510080016 ,10,2,14,97,9,
201510080018 ,10,2,4,97,9,
201510080056 ,10,8,14,97,9,
201510090043 ,10,2,14,97,9,
201510100023 ,10,3,20,888,6,
201510110024 ,10,2,4,97,9,
201510110051 ,10,8,14,97,2,
201510120072 ,10,2,4,97,9,
201510130035 ,10,2,19,97,9,
201510130036 ,10,2,14,97,9,
201510130037 ,10,2,1,97,9,
201510130038 ,10,2,14,97,9,
201510130058 ,10,2,4,97,5,
201510140028 ,10,2,14,97,9,
201510160071 ,10,3,3,97,6,
201510180044 ,10,2,4,97,5,
201510200040 ,10,3,20,888,6,
201510210068 ,10,9,19,97,13,
201511020017 ,10,2,14,97,9,
201511020018 ,10,2,14,97,9,
201511190001 ,10,2,15,97,9,
201511210037 ,10,2,14,97,9,
201511230052 ,10,2,14,155,9,
201511270025 ,10,2,3,97,9,
201512040031 ,10,2,4,97,5,
201512060027 ,10,2,3,97,9,
201512060032 ,10,2,4,97,5,
201512160034 ,10,3,4,97,6,
201512180029 ,10,3,20,888,6,
201512190024 ,10,2,14,97,9,
201512270032 ,10,2,4,97,9,
201601010033 ,10,2,1,97,5,
201601040035 ,10,2,14,97,9,
201601180039 ,10,7,1,97,8,
201601230046 ,10,7,8,155,8,
201602040031 ,10,2,14,97,9,
201602060068 ,10,2,14,97,9,
201602070024 ,10,2,4,97,9,
201602140028 ,10,2,14,97,9,
201603080005 ,10,2,14,97,9,
201604030050 ,10,2,14,97,9,
201604080028 ,10,3,4,97,6,
201605010058 ,10,6,14,97,13,
201605030021 ,10,2,4,97,5,
201605050020 ,10,3,4,97,6,
201605050021 ,10,3,4,97,6,
201605050022 ,10,3,4,97,6,
201605060013 ,10,3,4,97,6,
201605080053 ,10,7,4,97,8,
201605160039 ,10,2,14,97,9,
201605300041 ,10,2,4,97,9,
201606100059 ,10,7,14,97,8,
201606300006 ,10,2,14,97,9,
201607200033 ,10,2,4,97,5,
201609030052 ,10,2,4,97,5,
201609050086 ,10,2,4,97,5,
201609200032 ,10,2,4,97,8,
201610260050 ,10,2,4,97,5,
201611230058 ,10,7,14,97,8,
201611240056 ,10,7,14,97,8,
201611250045 ,10,7,14,97,8,
201611270004 ,10,2,4,97,6,
201612190010 ,10,2,4,97,5,
201501130067 ,8,3,20,96,6,
201501170064 ,8,3,1,96,6,
201502100042 ,8,3,14,96,6,
201502110040 ,8,3,14,96,6,
201502130044 ,8,3,14,96,6,
201504110081 ,8,3,20,96,6,
201504240102 ,8,3,14,96,6,
201504260099 ,8,3,14,96,6,
201504300114 ,8,3,20,96,6,
201505100078 ,8,7,3,96,8,
201505140110 ,8,3,20,96,6,
201505230063 ,8,7,3,96,8,
201506240061 ,8,3,20,96,6,
201507090064 ,8,3,14,96,6,
201507170075 ,8,3,14,96,6,
201507250061 ,8,2,14,96,8,
201508040117 ,8,3,20,96,6,
201508290048 ,8,3,20,96,6,
201509140077 ,8,3,14,96,6,
201510300053 ,8,3,14,96,6,
201510300054 ,8,3,14,96,6,
201511040050 ,8,3,20,96,6,
201511050029 ,8,3,20,96,6,
201511090024 ,8,3,20,96,6,
201511250029 ,8,3,20,96,6,
201512030050 ,8,3,20,96,6,
201512290051 ,8,3,20,96,6,
201512310033 ,8,3,20,96,6,
201601160059 ,8,7,14,96,8,
201601310032 ,8,3,14,96,6,
201602110036 ,8,3,20,96,6,
201602260028 ,8,3,14,96,6,
201603180021 ,8,3,14,96,6,
201603240031 ,8,3,20,96,6,
201604210054 ,8,7,14,96,8,
201607080012 ,8,3,14,96,6,
201608150051 ,8,3,20,96,6,
201610220033 ,8,3,20,96,6,
201611150041 ,8,3,20,96,6,
201612070012 ,8,1,14,96,5,
201612120023 ,8,3,20,96,6,
201612260036 ,8,8,10,96,9,
201501010001 ,10,3,8,95,6,
