eventid,region,attacktype1,targtype1,natlty1,weaptype1, 
201607040048 ,1,7,15,217,8,
201607050044 ,1,7,15,217,8,
201607060034 ,1,7,15,217,8,
201607070018 ,1,2,15,217,5,
201607090022 ,1,2,3,217,5,
201607180070 ,1,7,8,217,8,
201607250048 ,1,7,15,217,8,
201607250049 ,1,7,13,217,8,
201607270058 ,1,7,8,217,8,
201607310050 ,1,7,21,217,8,
201608010027 ,1,7,21,217,8,
201608010028 ,1,7,21,217,8,
201608040052 ,1,7,15,217,8,
201608050054 ,1,7,15,217,8,
201608090043 ,1,3,15,217,6,
201608090044 ,1,3,15,217,6,
201608100099 ,1,7,14,217,8,
201608130021 ,1,2,15,217,5,
201608200042 ,1,2,14,217,9,
201608230025 ,1,3,10,217,6,
201609020055 ,1,7,15,217,8,
201609170004 ,1,2,1,217,9,
201609240025 ,1,7,15,217,8,
201610030040 ,1,7,15,217,8,
201610030060 ,1,7,15,217,8,
201610090043 ,1,7,15,217,8,
201610150013 ,1,7,1,217,8,
201610160022 ,1,7,14,217,8,
201611230062 ,1,7,1,217,8,
201611250026 ,1,7,15,217,8,
201612080038 ,1,7,15,217,8,
201612150044 ,1,1,10,217,12,
201501010025 ,9,3,4,214,6,
201501010026 ,9,3,4,214,6,
201501010027 ,9,3,4,214,6,
201501010028 ,9,3,4,214,6,
201501010030 ,9,3,4,214,6,
201501010031 ,9,3,4,214,6,
201501010032 ,9,3,4,214,6,
201501010033 ,9,3,4,214,6,
201501010034 ,9,3,4,214,6,
201501010035 ,9,3,4,214,6,
201501010036 ,9,2,4,214,6,
201501010037 ,9,2,4,214,5,
201501010067 ,9,3,14,214,6,
201501020060 ,9,2,4,214,6,
201501020061 ,9,2,4,214,5,
201501020062 ,9,2,4,214,5,
201501020063 ,9,2,4,214,6,
201501030044 ,9,3,1,214,6,
201501030096 ,9,3,4,214,6,
201501030097 ,9,3,4,214,6,
201501030098 ,9,3,4,214,6,
201501030099 ,9,3,4,214,6,
201501040013 ,9,3,14,214,6,
201501040068 ,9,2,4,214,6,
201501040069 ,9,2,4,214,6,
201501040070 ,9,2,4,214,6,
201501040071 ,9,2,4,214,6,
201501050022 ,9,3,20,214,6,
201501050023 ,9,3,20,214,6,
201501050024 ,9,7,14,214,8,
201501090033 ,9,3,1,214,6,
201501090034 ,9,3,20,214,6,
201501090035 ,9,3,20,214,6,
201501100035 ,9,3,14,214,6,
201501110030 ,9,3,1,214,6,
201501110068 ,9,3,1,214,6,
201501120045 ,9,3,14,214,6,
201501120046 ,9,3,14,214,6,
201501120047 ,9,3,14,214,6,
201501120048 ,9,3,14,214,6,
201501120049 ,9,3,1,214,6,
201501120050 ,9,3,14,214,6,
201501120051 ,9,3,14,214,6,
201501120052 ,9,3,14,214,6,
201501120053 ,9,3,14,214,6,
201501120054 ,9,3,14,214,6,
201501120055 ,9,3,14,214,6,
201501120056 ,9,3,14,214,6,
201501130026 ,9,3,4,214,6,
201501130027 ,9,3,4,214,6,
201501130028 ,9,3,4,214,6,
201501130029 ,9,3,4,214,6,
201501130030 ,9,3,4,214,6,
201501130031 ,9,3,4,214,6,
201501130032 ,9,3,4,214,6,
201501130033 ,9,3,4,214,6,
201501130034 ,9,3,4,214,6,
201501130035 ,9,3,4,214,6,
201501130036 ,9,3,14,214,6,
201501130037 ,9,3,14,214,6,
201501130038 ,9,3,14,214,6,
201501130039 ,9,3,14,214,6,
201501130040 ,9,3,14,214,6,
201501130041 ,9,3,14,214,6,
201501140038 ,9,2,14,214,8,
201501140039 ,9,3,9,214,6,
201501140043 ,9,3,21,214,6,
201501140046 ,9,3,14,214,6,
201501150044 ,9,2,14,214,6,
201501150045 ,9,3,14,214,6,
201501150048 ,9,3,14,214,6,
201501150049 ,9,3,14,214,6,
201501150052 ,9,2,14,214,6,
201501150053 ,9,2,14,214,6,
201501150054 ,9,2,14,214,6,
201501150055 ,9,2,14,214,6,
201501150056 ,9,2,14,214,6,
201501150057 ,9,2,14,214,6,
201501150058 ,9,2,14,214,6,
201501150059 ,9,2,3,214,5,
201501150063 ,9,3,14,214,6,
201501150066 ,9,3,14,214,6,
201501150067 ,9,3,21,214,6,
201501150068 ,9,3,21,214,6,
201501160035 ,9,3,1,214,6,
201501160036 ,9,3,4,214,6,
201501170045 ,9,3,4,214,6,
201501170046 ,9,3,14,214,6,
201501190037 ,9,3,14,214,6,
201501190064 ,9,6,14,214,13,
201501190070 ,9,3,4,214,6,
201501190071 ,9,3,4,214,6,
201501190072 ,9,3,4,214,6,
201501190073 ,9,3,4,214,6,
201501190074 ,9,3,4,214,6,
201501190075 ,9,3,4,214,6,
201501200093 ,9,3,19,214,6,
201501200096 ,9,3,4,214,6,
201501200097 ,9,3,4,214,6,
201501200101 ,9,3,14,214,6,
201501200104 ,9,3,14,214,6,
201501200105 ,9,3,8,214,6,
201501200106 ,9,3,14,214,6,
201501210044 ,9,9,4,214,13,
201501210045 ,9,9,4,214,13,
201501210078 ,9,3,4,214,6,
201501210080 ,9,3,19,214,6,
201501220057 ,9,3,19,214,6,
201501220077 ,9,3,14,214,6,
201501230052 ,9,3,21,214,6,
201501230074 ,9,3,14,214,6,
201501240096 ,9,9,4,214,13,
201501240097 ,9,9,4,214,13,
201501240098 ,9,9,4,214,13,
201501240099 ,9,9,4,214,13,
201501240100 ,9,9,4,214,13,
201501240101 ,9,9,4,214,13,
201501240102 ,9,9,4,214,13,
201501240103 ,9,9,4,214,13,
201501240104 ,9,9,4,214,13,
201501260077 ,9,7,15,214,8,
201501260081 ,9,3,21,214,6,
201501260083 ,9,3,21,214,6,
201501260084 ,9,3,14,214,6,
201501260085 ,9,3,14,214,6,
201501270065 ,9,3,1,214,6,
201501270066 ,9,3,14,214,6,
201501280062 ,9,3,19,214,6,
201501300095 ,9,3,14,214,6,
201501300096 ,9,3,19,214,6,
201501300097 ,9,3,14,214,6,
201502010121 ,9,3,14,214,6,
201502040041 ,9,3,1,214,6,
201502040042 ,9,3,1,214,6,
201502060070 ,9,3,19,214,6,
201502060071 ,9,3,1,214,6,
201502060072 ,9,3,1,214,6,
201502080062 ,9,3,1,214,6,
201502080064 ,9,3,14,214,6,
201502080068 ,9,2,4,214,6,
201502080069 ,9,2,4,214,6,
201502090072 ,9,3,14,214,6,
201502100043 ,9,3,4,214,6,
201502100047 ,9,3,14,214,6,
201502100048 ,9,3,14,214,6,
201502100049 ,9,3,14,214,6,
201502100050 ,9,3,14,214,6,
201502100051 ,9,3,1,214,6,
201502100053 ,9,3,14,214,6,
201502100059 ,9,3,14,214,6,
201502100073 ,9,3,14,214,6,
201502110067 ,9,3,14,214,6,
201502110068 ,9,3,14,214,6,
201502110069 ,9,3,14,214,6,
201502110070 ,9,3,14,214,6,
201502110071 ,9,3,14,214,6,
201502110073 ,9,3,19,214,6,
201502110074 ,9,3,1,214,6,
201502110086 ,9,3,4,214,6,
201502120070 ,9,3,4,214,6,
201502120071 ,9,3,4,214,6,
201502120072 ,9,3,4,214,6,
201502120073 ,9,3,4,214,6,
201502120074 ,9,3,4,214,6,
201502120075 ,9,3,4,214,6,
201502120082 ,9,3,4,214,6,
201502120112 ,9,3,19,214,6,
201502130051 ,9,3,8,214,6,
201502130054 ,9,3,1,214,6,
201502130055 ,9,3,14,214,6,
201502140064 ,9,3,14,214,6,
201502150095 ,9,3,14,214,6,
201502150101 ,9,3,4,214,6,
201502150102 ,9,3,4,214,6,
201502160093 ,9,3,4,214,6,
201502160095 ,9,3,4,214,6,
201502160102 ,9,3,14,214,6,
201502160112 ,9,3,4,214,6,
201502160113 ,9,3,14,214,6,
201502170103 ,9,6,4,214,13,
201502170104 ,9,3,14,214,6,
201502170107 ,9,3,21,214,6,
201502180056 ,9,3,4,214,6,
201502190073 ,9,3,4,214,6,
201502190074 ,9,3,4,214,6,
201502200096 ,9,3,14,214,6,
201502200097 ,9,3,4,214,6,
201502200103 ,9,3,4,214,6,
201502220084 ,9,3,14,214,6,
201502220088 ,9,3,20,214,6,
201502230076 ,9,3,4,214,6,
201502250069 ,9,3,1,214,6,
201502270041 ,9,3,4,214,6,
201502270055 ,9,3,14,214,6,
201502280048 ,9,2,4,214,5,
201502280049 ,9,2,4,214,5,
201502280065 ,9,3,4,214,6,
201503020039 ,9,3,8,214,6,
201503020040 ,9,2,4,214,6,
201503020041 ,9,2,4,214,5,
201503020042 ,9,3,4,214,6,
201503020043 ,9,2,4,214,5,
201503020053 ,9,3,14,214,6,
201503030052 ,9,2,4,214,6,
201503030054 ,9,3,4,214,6,
201503030055 ,9,3,4,214,6,
201503030056 ,9,3,4,214,6,
201503030057 ,9,3,4,214,6,
201503050034 ,9,3,22,214,6,
201503050035 ,9,3,14,214,6,
201503050036 ,9,2,14,214,5,
201503050037 ,9,3,4,214,6,
201503050038 ,9,3,4,214,6,
201503050039 ,9,9,4,214,13,
201503050040 ,9,2,4,214,6,
201503050041 ,9,2,4,214,5,
201503050042 ,9,2,4,214,5,
201503060023 ,9,3,4,214,6,
201503060024 ,9,3,4,214,6,
201503060025 ,9,3,4,214,6,
201503060026 ,9,2,4,214,6,
201503060040 ,9,1,3,214,6,
201503090040 ,9,2,4,214,6,
201503090041 ,9,2,4,214,6,
201503090042 ,9,2,4,214,6,
201503090043 ,9,2,4,214,6,
201503090044 ,9,2,4,214,6,
201503090045 ,9,2,4,214,6,
201503090046 ,9,2,4,214,6,
201503090050 ,9,3,4,214,6,
201503090068 ,9,3,19,214,6,
201503100051 ,9,3,4,214,6,
201503100052 ,9,3,4,214,6,
201503100053 ,9,3,4,214,6,
201503100054 ,9,3,4,214,6,
201503100055 ,9,3,4,214,6,
201503100056 ,9,3,4,214,6,
201503100057 ,9,3,4,214,6,
201503100065 ,9,2,4,214,5,
201503100066 ,9,2,4,214,5,
201503100067 ,9,2,4,214,5,
201503100068 ,9,3,4,214,6,
201503100069 ,9,2,4,214,5,
201503100070 ,9,2,4,214,5,
201503120046 ,9,3,14,214,6,
201503120047 ,9,3,20,214,6,
201503120048 ,9,2,4,214,6,
201503120049 ,9,2,4,214,6,
201503120050 ,9,2,4,214,6,
201503150038 ,9,3,4,214,6,
201503150039 ,9,3,4,214,6,
201503150040 ,9,3,4,214,6,
201503150041 ,9,2,4,214,6,
201503150042 ,9,3,4,214,6,
201503150046 ,9,2,4,214,6,
201503150047 ,9,2,4,214,6,
201503160058 ,9,2,4,214,6,
201503160059 ,9,2,4,214,6,
201503160060 ,9,2,4,214,6,
201503160061 ,9,2,4,214,6,
201503160062 ,9,2,4,214,6,
201503170058 ,9,3,19,214,6,
201503170059 ,9,3,4,214,6,
201503180057 ,9,3,4,214,6,
201503180058 ,9,3,14,214,6,
201503190058 ,9,3,19,214,6,
201503190059 ,9,3,4,214,6,
201503190060 ,9,3,4,214,6,
201503190064 ,9,3,4,214,6,
201503190067 ,9,2,4,214,6,
201503200045 ,9,3,4,214,6,
201503200046 ,9,3,4,214,6,
201503200058 ,9,3,1,214,6,
201503210057 ,9,3,1,214,6,
201503210060 ,9,2,4,214,5,
201503220013 ,9,3,14,214,6,
201503220014 ,9,3,4,214,6,
201503220015 ,9,3,4,214,6,
201503220016 ,9,3,4,214,6,
201503220017 ,9,3,14,214,6,
201503220056 ,9,2,4,214,5,
201503230055 ,9,3,12,214,6,
201503230061 ,9,2,4,214,6,
201503230062 ,9,2,4,214,6,
201503230066 ,9,2,4,214,6,
201503240067 ,9,2,4,214,5,
201503240068 ,9,2,14,214,5,
201503240069 ,9,2,14,214,5,
201503240070 ,9,3,14,214,6,
201503240071 ,9,3,4,214,6,
201503250038 ,9,3,19,214,6,
201503250054 ,9,2,14,214,6,
201503300056 ,9,3,19,214,6,
201503300057 ,9,2,4,214,6,
201503310021 ,9,3,19,214,6,
201503310022 ,9,3,4,214,6,
201503310049 ,9,3,19,214,6,
201504020032 ,9,3,1,167,6,
201504020033 ,9,3,1,167,6,
201504040022 ,9,3,4,214,6,
201504050029 ,9,3,4,214,6,
201504050030 ,9,3,4,214,6,
201504070010 ,9,3,14,214,6,
201504070011 ,9,3,19,214,6,
201504100018 ,9,2,4,214,5,
201504100019 ,9,2,4,214,6,
201504100020 ,9,2,4,214,6,
201504100021 ,9,2,4,214,6,
201504100022 ,9,2,4,214,6,
201504100023 ,9,3,4,214,6,
201504100024 ,9,2,4,214,6,
201504100026 ,9,3,19,214,6,
201504130037 ,9,3,14,214,6,
201504160043 ,9,1,10,214,13,
201504160046 ,9,2,4,214,5,
201504170046 ,9,2,4,214,6,
201504180050 ,9,2,4,214,6,
201504180068 ,9,2,4,214,5,
201504180069 ,9,3,4,214,6,
201504200034 ,9,3,4,214,6,
201504210050 ,9,3,4,214,6,
201504210057 ,9,3,4,214,6,
201504210058 ,9,3,4,214,6,
201504210059 ,9,3,4,214,6,
201504210060 ,9,3,4,214,6,
201504210061 ,9,3,4,214,6,
201504210062 ,9,2,4,214,6,
201504210063 ,9,2,4,214,6,
201504210065 ,9,2,4,214,6,
201504210069 ,9,2,4,214,5,
201504210071 ,9,9,4,214,13,
201504210072 ,9,9,4,214,13,
201504210073 ,9,3,4,214,6,
201504210074 ,9,3,4,214,6,
201504220045 ,9,7,15,214,8,
201504220046 ,9,3,4,214,6,
201504220049 ,9,3,4,214,6,
201504230040 ,9,2,4,214,6,
201504230046 ,9,3,19,214,6,
201504240086 ,9,2,4,214,6,
201504240087 ,9,2,4,214,6,
201504250053 ,9,3,13,214,6,
201504260073 ,9,3,4,214,6,
201504260074 ,9,3,4,214,6,
201504260075 ,9,3,4,214,6,
201504260076 ,9,3,4,214,6,
201504260077 ,9,3,4,214,6,
201504260078 ,9,3,4,214,6,
201504260080 ,9,2,4,214,6,
201504260081 ,9,2,4,214,6,
201504260082 ,9,2,4,214,6,
201504270078 ,9,2,4,214,6,
201504270080 ,9,3,4,214,6,
201504270081 ,9,3,4,214,6,
201504270082 ,9,3,14,214,6,
201504270094 ,9,2,14,214,6,
201504280069 ,9,3,19,214,6,
201504280072 ,9,9,4,214,13,
201504280073 ,9,2,4,214,6,
201504280074 ,9,2,4,214,6,
201504280075 ,9,3,4,214,6,
201504280076 ,9,2,4,214,5,
201504280077 ,9,2,21,214,6,
201504280084 ,9,7,14,214,8,
201504290047 ,9,2,4,214,5,
201504290048 ,9,3,4,214,6,
201504290049 ,9,3,4,214,6,
201504290050 ,9,3,19,214,6,
201504290051 ,9,3,4,214,6,
201504290052 ,9,3,4,214,6,
201504290062 ,9,3,19,214,6,
201505020010 ,9,3,4,214,6,
201505020013 ,9,3,4,214,6,
201505030014 ,9,2,4,214,6,
201505030015 ,9,2,4,214,6,
201505030016 ,9,2,4,214,6,
201505030017 ,9,2,4,214,6,
201505030018 ,9,2,4,214,6,
201505030019 ,9,2,4,214,6,
201505030020 ,9,2,4,214,6,
201505030021 ,9,2,4,214,6,
201505030022 ,9,2,4,214,6,
201505050003 ,9,3,14,214,6,
201505050018 ,9,3,4,214,6,
201505050019 ,9,9,4,214,13,
201505060013 ,9,2,4,214,6,
201505110089 ,9,2,4,214,6,
201505120093 ,9,3,21,214,6,
201505130049 ,9,3,19,214,6,
201505130051 ,9,3,20,214,6,
201505160057 ,9,3,14,214,6,
201505170039 ,9,3,4,214,6,
201505170040 ,9,3,4,214,6,
201505190034 ,9,3,14,214,6,
201505190035 ,9,3,14,214,6,
201505190036 ,9,3,14,214,6,
201505190046 ,9,3,4,214,6,
201505210020 ,9,3,1,214,6,
201505210021 ,9,3,4,214,6,
201505210027 ,9,3,4,214,6,
201505220054 ,9,3,4,214,6,
201505220055 ,9,3,4,214,6,
201505230059 ,9,1,17,214,6,
201505230076 ,9,3,1,214,6,
201505240056 ,9,3,4,214,6,
201505240057 ,9,2,4,214,5,
201505240058 ,9,2,4,214,6,
201505260037 ,9,3,1,214,6,
201505260056 ,9,3,14,214,6,
201505260057 ,9,3,14,214,6,
201505260062 ,9,3,14,214,6,
201505280066 ,9,3,1,214,6,
201505280072 ,9,3,14,214,6,
201505290037 ,9,3,14,214,6,
201505290038 ,9,3,4,214,6,
201505290047 ,9,3,4,214,6,
201505290048 ,9,3,14,214,6,
201505290049 ,9,3,4,214,6,
201505290050 ,9,3,4,214,6,
201505290052 ,9,3,4,214,6,
201505310036 ,9,6,4,214,5,
201505310037 ,9,3,4,214,6,
201506010045 ,9,2,4,214,6,
201506010047 ,9,2,14,214,6,
201506020001 ,9,3,14,214,6,
201506030013 ,9,3,14,214,6,
201506030051 ,9,2,4,214,6,
201506030052 ,9,3,14,214,6,
201506040043 ,9,3,19,214,6,
201506050043 ,9,3,1,214,6,
201506060063 ,9,3,14,214,6,
201506070026 ,9,3,4,214,6,
201506080034 ,9,3,4,214,6,
201506100059 ,9,2,4,214,6,
201506100062 ,9,3,14,214,6,
201506120052 ,9,3,14,214,6,
201506120053 ,9,3,21,214,6,
201506120073 ,9,3,4,214,6,
201506130059 ,9,3,4,214,6,
201506130060 ,9,3,4,214,6,
201506140036 ,9,3,10,214,6,
201506140041 ,9,3,4,214,6,
201506150151 ,9,6,14,214,5,
201506160089 ,9,1,2,214,6,
201506180084 ,9,2,4,214,6,
201506220079 ,9,3,1,167,6,
201506220080 ,9,3,1,167,6,
201506230089 ,9,3,14,214,6,
201506230090 ,9,3,14,214,6,
201506230091 ,9,3,20,214,6,
201506250067 ,9,2,12,422,6,
201506250071 ,9,3,3,214,6,
201506250098 ,9,3,14,214,6,
201506260089 ,9,2,14,214,5,
201506260090 ,9,2,14,214,5,
201506260092 ,9,2,3,214,5,
201506280099 ,9,7,13,214,8,
201506300120 ,9,3,2,214,6,
201507010045 ,9,3,8,214,6,
201507010049 ,9,3,20,214,6,
201507030019 ,9,1,2,214,6,
201507030020 ,9,3,22,214,6,
201507040030 ,9,3,4,214,6,
201507050036 ,9,3,20,214,6,
201507120074 ,9,3,1,214,6,
201507130063 ,9,3,21,214,6,
201507140045 ,9,3,3,214,6,
201507140046 ,9,3,3,214,6,
201507150070 ,9,3,4,214,6,
201507150071 ,9,3,4,214,6,
201507150083 ,9,3,19,214,6,
201507160058 ,9,3,4,214,6,
201507180055 ,9,3,14,214,6,
201507180079 ,9,3,14,214,6,
201507190084 ,9,3,14,219,6,
201507200058 ,9,3,1,214,6,
201507240053 ,9,7,22,214,8,
201507260075 ,9,2,4,214,6,
201507270072 ,9,3,1,214,6,
201507270073 ,9,3,21,214,6,
201507270095 ,9,7,1,214,8,
201507270096 ,9,7,1,214,13,
201507270097 ,9,7,1,214,13,
201507270101 ,9,3,7,422,6,
201508020047 ,9,3,21,214,6,
201508030025 ,9,3,1,167,6,
201508030026 ,9,3,12,214,6,
201508030030 ,9,3,4,214,6,
201508090010 ,9,7,7,422,8,
201508090038 ,9,3,4,214,6,
201508100071 ,9,3,14,214,6,
201508110029 ,9,3,21,214,6,
201508110037 ,9,3,4,214,6,
201508110042 ,9,3,4,214,6,
201508110043 ,9,3,4,214,6,
201508110046 ,9,3,14,214,6,
201508120095 ,9,3,19,214,6,
201508160090 ,9,3,4,214,6,
201508170036 ,9,3,14,214,6,
201508180088 ,9,3,14,214,6,
201508200048 ,9,3,4,214,6,
201508220103 ,9,3,12,214,6,
201508230095 ,9,3,4,214,6,
201508240072 ,9,3,14,214,6,
201508250082 ,9,3,4,214,6,
201508250091 ,9,3,4,214,6,
201508260079 ,9,3,4,214,6,
201508260080 ,9,3,4,214,6,
201508260081 ,9,3,4,214,6,
201508260082 ,9,3,4,214,6,
201508260083 ,9,3,4,214,6,
201508260084 ,9,3,4,214,6,
201508260085 ,9,3,4,214,6,
201508260086 ,9,3,4,214,6,
201508260087 ,9,3,4,214,6,
201508260088 ,9,3,4,214,6,
201508260089 ,9,3,4,214,6,
201508260090 ,9,3,4,214,6,
201508270071 ,9,3,4,214,6,
201508270073 ,9,3,4,214,6,
201508270074 ,9,3,4,214,6,
201508270075 ,9,3,4,214,6,
201508270076 ,9,3,4,214,6,
201508270077 ,9,3,4,214,6,
201508270078 ,9,3,4,214,6,
201508270079 ,9,3,1,167,6,
201508280072 ,9,7,2,214,8,
201508310027 ,9,2,4,214,6,
201508310082 ,9,3,2,214,6,
201509020028 ,9,3,2,214,6,
201509040018 ,9,3,2,214,6,
201509040019 ,9,3,14,214,6,
201509040020 ,9,3,14,214,6,
201509040028 ,9,3,4,214,6,
201509090020 ,9,3,4,214,6,
201509100056 ,9,3,4,214,6,
201509120028 ,9,2,4,214,6,
201509120029 ,9,2,4,214,5,
201509120030 ,9,2,4,214,5,
201509130028 ,9,3,14,214,6,
201509160021 ,9,6,4,214,6,
201509240056 ,9,3,17,214,6,
201509300017 ,9,3,2,214,6,
201510040048 ,9,7,14,214,8,
201510060030 ,9,3,1,214,6,
201510060037 ,9,3,21,214,6,
201510070053 ,9,3,4,214,6,
201510070054 ,9,3,14,214,6,
201510090032 ,9,6,14,214,13,
201510090037 ,9,3,2,214,6,
201510100036 ,9,3,14,214,6,
201510120032 ,9,3,14,214,6,
201510140022 ,9,3,4,214,6,
201510140024 ,9,3,4,214,6,
201510150027 ,9,3,14,214,6,
201510150029 ,9,3,4,214,6,
201510170055 ,9,3,14,214,6,
201510190026 ,9,3,14,214,6,
201510190028 ,9,3,20,214,6,
201510190029 ,9,3,21,214,6,
201510190030 ,9,3,21,214,6,
201510210024 ,9,3,4,214,6,
201510250022 ,9,7,2,214,8,
201510260032 ,9,2,4,214,5,
201510260033 ,9,2,4,214,5,
201510290072 ,9,3,4,214,6,
201510290073 ,9,2,4,214,5,
201510290074 ,9,3,2,214,6,
201510300029 ,9,2,4,214,6,
201511010017 ,9,3,2,214,6,
201511020009 ,9,2,2,214,5,
201511020010 ,9,2,4,214,5,
201511020011 ,9,2,4,214,5,
201511020012 ,9,2,4,214,6,
201511030006 ,9,3,4,214,6,
201511040028 ,9,7,15,214,8,
201511070029 ,9,2,4,214,6,
201511130061 ,9,3,14,214,6,
201511140049 ,9,3,4,214,6,
201511160032 ,9,3,14,214,6,
201511160033 ,9,3,14,214,6,
201511200040 ,9,3,21,214,6,
201511200041 ,9,3,21,214,6,
201511210053 ,9,3,20,214,6,
201511210054 ,9,3,21,214,6,
201511220068 ,9,7,15,214,8,
201511230073 ,9,2,4,214,6,
201511230074 ,9,2,4,214,6,
201511230075 ,9,2,4,214,6,
201511230076 ,9,2,4,214,6,
201511230077 ,9,2,4,214,6,
201511240064 ,9,3,4,214,6,
201512030032 ,9,3,4,214,6,
201512040023 ,9,9,4,214,13,
201512070018 ,9,3,14,214,6,
201512090018 ,9,3,4,214,6,
201512100015 ,9,2,4,214,6,
201512100016 ,9,2,4,214,6,
201512100017 ,9,2,4,214,6,
201512100018 ,9,2,4,214,6,
201512100019 ,9,3,4,214,6,
201512100020 ,9,3,4,214,6,
201512150011 ,9,3,2,214,6,
201512210031 ,9,3,19,214,6,
201512260049 ,9,3,4,214,6,
201512310019 ,9,3,21,214,6,
201601070050 ,9,6,7,422,5,
201601160062 ,9,2,7,422,5,
201601270046 ,9,3,14,214,6,
201601290029 ,9,6,14,214,13,
201602070036 ,9,3,2,214,6,
201602100038 ,9,3,14,214,6,
201602150045 ,9,3,8,214,6,
201602160083 ,9,3,19,214,6,
201602170071 ,9,3,19,214,6,
201602220051 ,9,7,15,214,8,
201602220052 ,9,7,1,214,8,
201602220053 ,9,7,1,214,8,
201602220054 ,9,7,1,214,8,
201602220057 ,9,1,2,214,5,
201602250035 ,9,3,19,214,6,
201602280043 ,9,3,14,214,6,
201603010051 ,9,3,4,214,6,
201603060055 ,9,6,1,214,5,
201603220067 ,9,3,14,214,6,
201603300054 ,9,1,2,214,6,
201603310019 ,9,3,1,214,6,
201604010038 ,9,7,10,214,8,
201604070035 ,9,3,7,422,6,
201604070036 ,9,2,7,422,5,
201604080021 ,9,7,2,214,8,
201604080027 ,9,6,7,422,13,
201604140032 ,9,3,14,214,6,
201604160036 ,9,3,4,214,6,
201604210036 ,9,3,14,214,6,
201604230035 ,9,3,20,214,6,
201604250066 ,9,3,1,214,6,
201605060041 ,9,3,4,214,6,
201605100071 ,9,3,4,214,6,
201605110046 ,9,3,17,214,6,
201605240061 ,9,6,2,214,13,
201606010045 ,9,7,14,214,8,
201607180072 ,9,6,2,214,5,
201607200032 ,9,1,10,214,6,
201607290049 ,9,2,7,422,5,
201607290050 ,9,6,7,422,5,
201607300025 ,9,2,4,214,5,
201608060036 ,9,1,17,214,6,
201608080068 ,9,3,3,214,6,
201608090014 ,9,3,14,214,6,
201608260046 ,9,3,19,214,6,
201609040023 ,9,2,10,214,5,
201609060064 ,9,7,7,422,8,
201609120026 ,9,3,2,214,6,
201609170035 ,9,3,7,167,6,
201609190027 ,9,3,14,214,6,
201609300018 ,9,3,20,214,6,
201610150036 ,9,6,2,214,13,
201611150059 ,9,3,8,214,6,
201611230044 ,9,2,4,214,5,
201612040018 ,9,1,2,214,6,
201612140051 ,9,2,4,214,6,
201501030102 ,11,2,15,213,5,
201502020093 ,11,1,2,213,5,
201505210112 ,11,1,15,213,5,
201506300062 ,11,1,15,213,5,
201507190063 ,11,2,15,213,5,
201510150064 ,11,7,22,213,8,
201511280038 ,11,2,15,213,9,
201512090036 ,11,6,14,213,13,
201601040053 ,11,3,20,213,6,
201602170043 ,11,3,14,213,6,
201603230021 ,11,2,3,213,9,
201605170067 ,11,6,14,213,5,
201605270041 ,11,2,4,213,5,
201607070030 ,11,9,8,213,13,
201607150036 ,11,7,14,1004,5,
201611140045 ,11,8,15,213,9,
201611160045 ,11,1,2,213,5,
201611240040 ,11,9,3,213,13,
201611260004 ,11,1,15,213,5,
201611260027 ,11,2,4,213,6,
201612030014 ,11,1,15,213,5,
201612180022 ,11,3,14,213,6,
201501080065 ,10,2,3,209,6,
201501080066 ,10,2,3,209,5,
201501100001 ,10,3,1,209,6,
201501100002 ,10,3,1,209,6,
201501300069 ,10,2,3,209,5,
201502020060 ,10,3,14,209,6,
201502130036 ,10,3,3,209,6,
201503010139 ,10,1,14,200,6,
201503250079 ,10,3,4,209,6,
201503250080 ,10,2,4,209,5,
201504010009 ,10,2,3,209,6,
201504010080 ,10,2,14,209,5,
201504040052 ,10,2,14,209,5,
201504110048 ,10,2,4,209,5,
201504180026 ,10,2,14,209,5,
201504200020 ,10,2,14,209,5,
201504230052 ,10,2,14,209,5,
201504270095 ,10,2,1,209,5,
201505180057 ,10,6,4,209,13,
201505180058 ,10,3,14,209,6,
201505180059 ,10,3,14,209,6,
201505210109 ,10,1,2,209,5,
201505240103 ,10,1,14,209,9,
201505260081 ,10,1,14,209,5,
201505310083 ,10,2,14,209,5,
201506040064 ,10,2,14,209,5,
201506050015 ,10,3,14,209,6,
201506050016 ,10,3,14,209,6,
201506050092 ,10,7,1,209,8,
201506050093 ,10,6,14,209,13,
201506060090 ,10,2,1,209,5,
201506080061 ,10,3,4,209,6,
201506090069 ,10,1,12,209,5,
201506130093 ,10,3,14,209,6,
201506170086 ,10,2,4,209,6,
201506300061 ,10,2,2,209,5,
201507020093 ,10,3,20,209,6,
201507120021 ,10,2,4,209,5,
201507120022 ,10,7,14,209,8,
201507170027 ,10,7,14,209,8,
201507200007 ,10,2,4,209,5,
201507210018 ,10,3,20,209,6,
201507210023 ,10,2,3,209,5,
201507220005 ,10,2,4,209,5,
201507220006 ,10,2,4,209,5,
201507220007 ,10,7,14,209,8,
201507220027 ,10,3,14,209,6,
201507220067 ,10,3,20,209,6,
201507220068 ,10,2,3,209,6,
201507230002 ,10,9,4,209,13,
201507230003 ,10,2,4,209,6,
201507230006 ,10,2,3,209,5,
201507240002 ,10,6,3,209,13,
201507240005 ,10,6,2,209,13,
201507250006 ,10,2,3,209,5,
201507250007 ,10,2,3,209,5,
201507250008 ,10,6,1,209,8,
201507250015 ,10,2,3,209,5,
201507260007 ,10,7,14,209,8,
201507260031 ,10,2,3,209,5,
