"","eventid","riskscore"
"25126",200907050013,10
"25127",200907050014,10
"25128",200907050015,9.502197534
"25129",200907050017,10.003418386
"25130",200907050019,8.50048834
"25131",200907050020,12.34394904
"25132",200907050021,9.559257214
"25133",200907060001,14
"25134",200907060002,9.51273886
"25135",200907060003,9.51273886
"25136",200907060004,12.514333544
"25137",200907060007,9.01273886
"25138",200907060008,9.5254777
"25139",200907060009,9.51273886
"25140",200907060010,10.092590366
"25141",200907060011,9.513471372
"25142",200907060012,12.513112692
"25143",200907060013,9.553152954
"25144",200907060014,9.5
"25145",200907060015,8.50024417
"25146",200907060016,10
"25147",200907060017,10
"25148",200907060018,9.51273886
"25149",200907070001,10
"25150",200907070003,9.01273886
"25151",200907070004,10.028163574
"25152",200907070006,9.51298303
"25153",200907070007,8.51273886
"25154",200907070011,12.500747664
"25155",200907070015,10
"25156",200907070017,9.50024417
"25157",200907070018,13.000747664
"25158",200907070019,12.513112692
"25159",200907070020,10.000976682
"25160",200907070021,10.001220852
"25161",200907070022,9.001465022
"25162",200907070023,10.08917198
"25163",200907070024,12.501869158
"25164",200907070026,10.03133779
"25165",200907070027,9.0254777
"25166",200907070028,9.01273886
"25167",200907070029,9.50024417
"25168",200907080006,9.01298303
"25169",200907080007,9.00024417
"25170",200907080008,9.00024417
"25171",200907080011,9.5254777
"25172",200907080012,13
"25173",200907080013,13
"25174",200907080014,10.029872768
"25175",200907080015,10.013471372
"25176",200907080017,9.50024417
"25177",200907080018,10.319692192
"25178",200907080019,12.501709194
"25179",200907080020,12.617823896
"25180",200907080021,9.01273886
"25181",200907090001,10.00048834
"25182",200907090002,9.623195646
"25183",200907090003,9.513959712
"25184",200907090006,10.08253738
"25185",200907090009,13
"25186",200907090011,9.51273886
"25187",200907090012,9.01273886
"25188",200907090013,9.0254777
"25189",200907090016,10.002197534
"25190",200907090017,9.5
"25191",200907090018,9.513471372
"25192",200907090020,10.000373832
"25193",200907090021,9.01273886
"25194",200907090022,10.473248946
"25195",200907090023,10.000976682
"25196",200907090024,13
"25197",200907100002,9.5
"25198",200907100003,10
"25199",200907100004,10
"25200",200907100008,5.00048834
"25201",200907100009,13.000747664
"25202",200907100010,10.01273886
"25203",200907100015,9.5
"25204",200907100016,10.026698552
"25205",200907100017,10.00024417
"25206",200907100018,10.00048834
"25207",200907100019,13.000618002
"25208",200907100020,12.026225364
"25209",200907100021,9.01273886
"25210",200907110001,10
"25211",200907110002,6.5132272
"25212",200907110003,7.001465022
"25213",200907110006,10.00024417
"25214",200907110007,10
"25215",200907110008,9
"25216",200907110010,4.5
"25217",200907110014,9.500732512
"25218",200907110015,10
"25219",200907110016,9.52572187
"25220",200907110018,10
"25221",200907110019,10.028163574
"25222",200907110020,10.028163574
"25223",200907110021,10
"25224",200907110022,10.072972736
"25225",200907110023,9.51273886
"25226",200907120001,9.53821656
"25227",200907120003,9.000732512
"25228",200907120006,9.51273886
"25229",200907120007,9.01273886
"25230",200907120012,10.013715542
"25231",200907120013,13.001953364
"25232",200907120014,13.056083
"25233",200907120015,5
"25234",200907120016,9
"25235",200907120018,10.06369426
"25236",200907120019,13.03821656
"25237",200907120020,12.5254777
"25238",200907120021,12.79299364
"25239",200907120022,13
"25240",200907120023,13
"25241",200907130001,9.51273886
"25242",200907130002,7.51273886
"25243",200907130005,10.0254777
"25244",200907130006,4
"25245",200907130008,9.5
"25246",200907130009,10
"25247",200907130010,12.026225364
"25248",200907130011,9.5
"25249",200907130015,10.038949072
"25250",200907130017,9.50024417
"25251",200907130020,10.051932102
"25252",200907130025,10.000732512
"25253",200907130026,10.000732512
"25254",200907130027,9.500976682
"25255",200907130028,10
"25256",200907130029,14.20817473
"25257",200907140003,10
"25258",200907140005,7.51273886
"25259",200907140006,10
"25260",200907140007,10
"25261",200907140008,10.014936394
"25262",200907140009,12.013112692
"25263",200907140011,10
"25264",200907140013,5
"25265",200907140019,9.01273886
"25266",200907140020,13.130425889
"25267",200907150002,10.02572187
"25268",200907150005,10.000976682
"25269",200907150006,10
"25270",200907150008,9.01273886
"25271",200907150009,9.004395068
"25272",200907150012,9.570531032
"25273",200907150013,9.502197534
"25274",200907150014,9.501465022
"25275",200907150015,9.51273886
"25276",200907150016,10
"25277",200907150017,9
"25278",200907150018,10.01273886
"25279",200907150020,12.513112692
"25280",200907150021,9.01273886
"25281",200907150022,9.01273886
"25282",200907150023,12.003312854
"25283",200907160001,10.01298303
"25284",200907160004,10.00024417
"25285",200907160005,10.01273886
"25286",200907160006,10.01273886
"25287",200907160011,8.5
"25288",200907160012,13.013356862
"25289",200907160013,10
"25290",200907160015,9.51273886
"25291",200907160016,10.004395068
"25292",200907160019,10.0387049
"25293",200907160020,9.01273886
"25294",200907160022,9.52596604
"25295",200907160023,10.039193242
"25296",200907170004,10.00024417
"25297",200907170005,9.51273886
"25298",200907170009,10
"25299",200907170012,9.56369426
"25300",200907170013,12.500373832
"25301",200907170015,10.027186894
"25302",200907170016,10.014936394
"25303",200907170017,9.500976682
"25304",200907170018,9.528407746
"25305",200907170019,9.514203882
"25306",200907170020,9.500732512
"25307",200907170021,9.528651916
"25308",200907170022,9.001953364
"25309",200907170023,9.001220852
"25310",200907170027,9.5
"25311",200907170028,10.0254777
"25312",200907170029,4.5
"25313",200907170030,10
"25314",200907170033,10
"25315",200907170034,10.140859892
"25316",200907170035,13.06979852
"25317",200907170036,13.05705968
"25318",200907170037,10.0254777
"25319",200907180002,10
"25320",200907180005,10
"25321",200907180006,9.5
"25322",200907180009,10
"25323",200907180010,9.5254777
"25324",200907180011,10.0254777
"25325",200907180012,9.51273886
"25326",200907180013,12.538176356
"25327",200907180014,9.5254777
"25328",200907180016,4.513715542
"25329",200907180017,10
"25330",200907180018,10.000732512
"25331",200907180020,8.01273886
"25332",200907180021,6.0254777
"25333",200907190001,10.01273886
"25334",200907190003,10.000732512
"25335",200907190004,10.002441704
"25336",200907190005,10.01298303
"25337",200907190007,9.5254777
"25338",200907190008,10.00048834
"25339",200907190009,9.53846073
"25340",200907190011,10.02572187
"25341",200907190013,10.154087092
"25342",200907200001,9.01273886
"25343",200907200003,10
"25344",200907200004,10.00024417
"25345",200907200005,10.000732512
"25346",200907200008,10.000976682
"25347",200907200009,9.01273886
"25348",200907200011,5.00048834
"25349",200907200012,12.5
"25350",200907200013,10
"25351",200907200015,10.01273886
"25352",200907200016,9.01298303
"25353",200907200017,9.01273886
"25354",200907200018,10.000747664
"25355",200907200021,10.01273886
"25356",200907200022,12.5
"25357",200907200023,12.5
"25358",200907200024,10
"25359",200907210001,10.081316528
"25360",200907210002,13.060478066
"25361",200907210003,13.058524704
"25362",200907210004,9.528651916
"25363",200907210005,10.026942722
"25364",200907210007,10.001465022
"25365",200907210008,10.06955435
"25366",200907210009,10.0254777
"25367",200907210010,10
"25368",200907210012,9.000732512
"25369",200907210013,12.001236004
"25370",200907210014,4.03821656
"25371",200907210015,6.01273886
"25372",200907210016,10
"25373",200907210020,10.000976682
"25374",200907210021,10.001465022
"25375",200907210022,10
"25376",200907210024,12.000747664
"25377",200907210025,12.501121496
"25378",200907210026,9.000732512
"25379",200907210029,10.043099968
"25380",200907210030,10
"25381",200907220002,6.00024417
"25382",200907220003,9.502197534
"25383",200907220004,10.072240226
"25384",200907220006,10.01298303
"25385",200907220007,9.01298303
"25386",200907220008,4.01273886
"25387",200907220010,9
"25388",200907220011,10
"25389",200907220012,10
"25390",200907220013,8.51273886
"25391",200907220014,10
"25392",200907220015,10.000732512
"25393",200907220016,10.01273886
"25394",200907220017,12.516000084
"25395",200907220018,10.01273886
"25396",200907220021,9.51273886
"25397",200907220022,9.51273886
"25398",200907220024,12.000373832
"25399",200907220025,9.01273886
"25400",200907220027,10.00024417
"25401",200907220028,10.013471372
"25402",200907230002,10.000732512
"25403",200907230003,10
"25404",200907230006,10.000732512
"25405",200907230008,9.01273886
"25406",200907230011,10.00024417
"25407",200907230012,9.01273886
"25408",200907230013,10
"25409",200907230019,13
"25410",200907230020,10
"25411",200907230021,9.02572187
"25412",200907240002,9.51273886
"25413",200907240005,9.01273886
"25414",200907240006,12.000373832
"25415",200907240007,13.00233524
"25416",200907240010,10.001465022
"25417",200907240012,4.56369426
"25418",200907250001,10.041879116
"25419",200907250002,10.01298303
"25420",200907250003,10
"25421",200907250004,9.50024417
"25422",200907250007,13.053397124
"25423",200907250008,12.540414094
"25424",200907250009,10.02572187
"25425",200907250011,9.51273886
"25426",200907260002,6.51298303
"25427",200907260003,9.50024417
"25428",200907260004,10
"25429",200907260005,10.0254777
"25430",200907260009,9.00024417
"25431",200907260011,9
"25432",200907260012,5.00024417
"25433",200907260013,13.013112692
"25434",200907260014,9.577165632
"25435",200907260015,9.591613684
"25436",200907260017,9.119288918
"25437",200907260020,9.01273886
"25438",200907260021,9.01273886
"25439",200907260023,9.5132272
"25440",200907270002,10.0132272
"25441",200907270006,10.00024417
"25442",200907270007,10.0387049
"25443",200907270008,9.513959712
"25444",200907270009,9.50048834
"25445",200907270010,9.5132272
"25446",200907270011,10.026454382
"25447",200907270012,9.57643312
"25448",200907270013,10.001220852
"25449",200907270014,10.01298303
"25450",200907270015,13
"25451",200907270016,13.98089172
"25452",200907270017,13
"25453",200907270020,10
"25454",200907270023,9.01273886
"25455",200907270024,8.01273886
"25456",200907270025,13
"25457",200907270026,13
"25458",200907270027,13.96815286
"25459",200907270028,13.96815286
"25460",200907270029,13.95541402
"25461",200907270030,13
"25462",200907270031,13
"25463",200907280001,10
"25464",200907280002,10.013471372
"25465",200907280003,10.0132272
"25466",200907280004,9.5132272
"25467",200907280005,10
"25468",200907280006,6.5254777
"25469",200907280007,10
"25470",200907280010,6.51298303
"25471",200907280012,9.0132272
"25472",200907280013,13
"25473",200907280015,13
"25474",200907280016,10
"25475",200907280017,10.032314472
"25476",200907280018,10.106061718
"25477",200907280019,10.01273886
"25478",200907280021,10
"25479",200907280022,10
"25480",200907280024,9.0254777
"25481",200907280025,9.01273886
"25482",200907280026,9.01273886
"25483",200907280027,13
"25484",200907280028,13
"25485",200907280029,13
"25486",200907280030,13
"25487",200907280031,13
"25488",200907280032,13
"25489",200907290001,9.00024417
"25490",200907290002,6.680053134
"25491",200907290003,6.51273886
"25492",200907290007,9.539681582
"25493",200907290008,10.038949072
"25494",200907290009,10.03821656
"25495",200907290010,9.01273886
"25496",200907290011,10.064670942
"25497",200907290014,9.01273886
"25498",200907290015,4
"25499",200907290018,9.0254777
"25500",200907290020,10
"25501",200907290022,9.5254777
"25502",200907290024,10.041879116
"25503",200907290025,14.01123184
"25504",200907290026,10
"25505",200907290027,10.0254777
"25506",200907290029,9.01273886
"25507",200907300003,9.05095542
"25508",200907300006,12.249452297
"25509",200907300009,9.55144376
"25510",200907300010,12.027187828
"25511",200907300011,9.501220852
"25512",200907300013,9.00024417
"25513",200907300014,9.01273886
"25514",200907300015,9.01273886
"25515",200907300016,9.01273886
"25516",200907300017,15.000747664
"25517",200907300018,9.5254777
"25518",200907300019,10.013471372
"25519",200907300020,9
"25520",200907300021,10.004395068
"25521",200907300022,14.091613684
"25522",200907300023,10.02596604
"25523",200907300024,8.0254777
"25524",200907300026,15.001121496
"25525",200907310004,13.003738318
"25526",200907310008,9.50024417
"25527",200907310010,10.029140256
"25528",200907310011,13.001465022
"25529",200907310012,13.331858716
"25530",200907310013,13.014448054
"25531",200907310014,13.055106318
"25532",200907310015,13.000976682
"25533",200908010001,9.62738854
"25534",200908010003,9.01298303
"25535",200908010005,10.00048834
"25536",200908010006,10.001220852
"25537",200908010007,10.064426772
"25538",200908010008,12.578386484
"25539",200908010010,10
"25540",200908010011,10.03821656
"25541",200908010012,10
"25542",200908010013,9.01273886
"25543",200908010014,9.0254777
"25544",200908010017,9.5
"25545",200908010020,9.52572187
"25546",200908010021,10.094055388
"25547",200908010022,12.5132272
"25548",200908010023,7.00024417
"25549",200908020001,5
"25550",200908020003,10
"25551",200908020004,10.094055388
"25552",200908020006,10.013471372
"25553",200908020007,10
"25554",200908020008,10.03821656
"25555",200908020009,9
"25556",200908020010,10.001220852
"25557",200908020012,10
"25558",200908020013,9
"25559",200908020015,9.01273886
"25560",200908030001,10.000747664
"25561",200908030002,7.01273886
"25562",200908030004,9.01273886
"25563",200908030005,10
"25564",200908030007,9.55095542
"25565",200908030009,10.031826132
"25566",200908030017,10.026210212
"25567",200908040001,5
"25568",200908040002,9.52572187
"25569",200908040003,10.013471372
"25570",200908040007,10
"25571",200908040008,9
"25572",200908040009,9.01298303
"25573",200908040012,7.01273886
"25574",200908040014,10.080584018
"25575",200908040015,10.00048834
"25576",200908040016,10
"25577",200908050001,9.5
"25578",200908050003,10.07667729
"25579",200908050004,9.51273886
"25580",200908050005,12.004485982
"25581",200908050006,10.000732512
"25582",200908050007,10.0132272
"25583",200908050008,9.0254777
"25584",200908050009,9.01273886
"25585",200908050010,9.000976682
"25586",200908050011,10
"25587",200908050012,9.03821656
"25588",200908050013,9.013112692
"25589",200908050014,10.013471372
"25590",200908050015,9
"25591",200908050016,6.50024417
"25592",200908060005,13.815118394
"25593",200908060006,10.071019372
"25594",200908060007,10.013471372
"25595",200908060008,10.00048834
"25596",200908060009,10
"25597",200908060010,10
"25598",200908060011,10
"25599",200908060015,9.01273886
"25600",200908060016,9.5
"25601",200908060017,10
"25602",200908070001,12.501228896
"25603",200908070002,10.0132272
"25604",200908070003,9.00024417
"25605",200908070004,10.052908784
"25606",200908070005,10.027675234
"25607",200908070006,10.014448054
"25608",200908070007,9.01273886
"25609",200908070008,14.576945178
"25610",200908070009,7.01273886
"25611",200908070010,10
"25612",200908080001,9.0132272
"25613",200908080002,9.026225364
"25614",200908080003,10.001465022
"25615",200908080004,12.009036007
"25616",200908080005,10.00048834
"25617",200908080006,10
"25618",200908080008,9.513471372
"25619",200908080009,10
"25620",200908080013,9.606061718
"25621",200908080014,9.01273886
"25622",200908090001,10
"25623",200908090002,9.00024417
"25624",200908090003,9.01273886
"25625",200908090004,9.2165605
"25626",200908090005,10
"25627",200908090006,13.00048834
"25628",200908090007,13
"25629",200908090008,13
"25630",200908090009,10
"25631",200908090010,10.000976682
"25632",200908090013,4
"25633",200908090015,10.05095542
"25634",200908090016,9.01298303
"25635",200908090017,12.501121496
"25636",200908090018,12.501495328
"25637",200908090019,6.500976682
"25638",200908090020,6.500976682
"25639",200908100001,7.03821656
"25640",200908100002,10.013715542
"25641",200908100004,9.01273886
"25642",200908100005,9.50048834
"25643",200908100006,9
"25644",200908100007,9.51273886
"25645",200908100009,13.079607336
"25646",200908100010,13.054129636
"25647",200908100011,9.50048834
"25648",200908100012,9.10040382
"25649",200908100013,13.097717946
"25650",200908100014,13.029872768
"25651",200908100015,10.028896086
"25652",200908100016,10.013471372
"25653",200908100017,10.001953364
"25654",200908100018,10.000976682
"25655",200908100020,10.33556327
"25656",200908100021,10.00024417
"25657",200908100022,12.526706596
"25658",200908100023,10.001465022
"25659",200908100024,9.5
"25660",200908110001,9.0254777
"25661",200908110002,10.014203882
"25662",200908110005,9.013860356
"25663",200908110006,10.040414094
"25664",200908110007,10
"25665",200908110009,10
"25666",200908110011,9.51273886
"25667",200908110014,13.001121496
"25668",200908110015,9.526454382
"25669",200908110017,9.51273886
"25670",200908110018,10.07643312
"25671",200908110020,9
"25672",200908110021,10.109235932
"25673",200908110022,10.002197534
"25674",200908110023,9.500976682
"25675",200908110024,9.50024417
"25676",200908110025,9.51273886
"25677",200908110026,10.128609392
"25678",200908120001,12.50235039
"25679",200908120002,12.501220852
"25680",200908120003,13.00048834
"25681",200908120005,9.500732512
"25682",200908120006,9.01273886
"25683",200908120007,10.01298303
"25684",200908120008,9.10239916
"25685",200908120009,13.02994853
"25686",200908120010,10.25302589
"25687",200908120011,9
"25688",200908120012,9
"25689",200908120013,10.027186894
"25690",200908120014,10.013471372
"25691",200908120016,10
"25692",200908120017,13.897327216
"25693",200908120018,10.00048834
"25694",200908120019,9.5
"25695",200908120021,9.53821656
"25696",200908120022,10.14037155
"25697",200908130003,9.500732512
"25698",200908130004,9.5
"25699",200908130007,10
"25700",200908130008,10
"25701",200908130009,10.000732512
"25702",200908130010,10.028651916
"25703",200908130012,9.01273886
"25704",200908130013,10.00048834
"25705",200908130015,10.301295434
"25706",200908130016,9.50024417
"25707",200908130019,10.017133928
"25708",200908130020,10.064426772
"25709",200908130023,10.002685874
"25710",200908130024,14
"25711",200908140005,9.56369426
"25712",200908140006,9.51273886
"25713",200908140008,9.51273886
"25714",200908140009,10.01298303
"25715",200908140010,9.11464968
"25716",200908140011,9
"25717",200908140012,12.001710128
"25718",200908140013,10
"25719",200908140014,9.508790136
"25720",200908140015,10
"25721",200908140016,9.013112692
"25722",200908140017,10.000732512
"25723",200908140018,10.016401416
"25724",200908150002,10
"25725",200908150005,10
"25726",200908150009,10.0254777
"25727",200908150010,9.501465022
"25728",200908150011,10
"25729",200908150012,10.002197534
"25730",200908150013,9.51273886
"25731",200908150014,9
"25732",200908150015,10.05095542
"25733",200908150019,9.526698552
"25734",200908150020,10
"25735",200908150022,9.5132272
"25736",200908160003,10
"25737",200908160006,10
"25738",200908160007,10.055350488
"25739",200908160008,9.5387049
"25740",200908160010,10.00048834
"25741",200908160011,13.000732512
"25742",200908160012,13.01298303
"25743",200908160013,13
"25744",200908160014,9.501220852
"25745",200908170002,10.091125344
"25746",200908170003,10.155796286
"25747",200908170007,13.004700782
"25748",200908170009,9.5132272
"25749",200908170010,10
"25750",200908170012,10.3312102
"25751",200908170013,10
"25752",200908170014,10
"25753",200908170015,9.50024417
"25754",200908170016,9.53821656
"25755",200908170017,9.500373832
"25756",200908180002,10.00024417
"25757",200908180003,9.05095542
"25758",200908180004,10
"25759",200908180006,10.029140256
"25760",200908180009,9.51298303
"25761",200908180014,10.090637002
"25762",200908180015,10
"25763",200908180016,10
"25764",200908180018,10.557049176
"25765",200908190001,15.434145138
"25766",200908190003,9.529384426
"25767",200908190006,10.02596604
"25768",200908190007,10
"25769",200908190013,10.00024417
"25770",200908190015,9.500732512
"25771",200908190016,9.5
"25772",200908190017,4
"25773",200908190019,9.5132272
"25774",200908190020,9.51273886
"25775",200908190021,4.03821656
"25776",200908200005,10
"25777",200908200006,10
"25778",200908200007,10
"25779",200908200011,9.50024417
"25780",200908200013,10
"25781",200908200014,10
"25782",200908200017,9.00048834
"25783",200908200019,9.0254777
"25784",200908200020,9.0254777
"25785",200908200021,9.000976682
"25786",200908200023,9.000732512
"25787",200908200025,9
"25788",200908200030,10.0254777
"25789",200908200041,10.124904838
"25790",200908200042,10.10777091
"25791",200908200043,10.197347256
"25792",200908200044,10.029872768
"25793",200908200045,9.065563418
"25794",200908200046,9.013112692
"25795",200908200047,10
"25796",200908200048,9.51273886
"25797",200908200049,10
"25798",200908200051,10
"25799",200908200054,9.517622268
"25800",200908200055,9.5
"25801",200908200058,9.50024417
"25802",200908200059,9.5254777
"25803",200908200061,9
"25804",200908200062,10.01298303
"25805",200908200065,10
"25806",200908210001,10.027186894
"25807",200908210003,12.00048834
"25808",200908210004,12.00024417
"25809",200908210007,4
"25810",200908210011,4.50048834
"25811",200908210012,10.030361108
"25812",200908210014,10.01298303
"25813",200908210015,9.501465022
"25814",200908210017,9.01273886
"25815",200908210018,9.500732512
"25816",200908210021,9.51273886
"25817",200908210022,9.51273886
"25818",200908210023,9.51273886
"25819",200908220002,9.00048834
"25820",200908220005,9.0132272
"25821",200908220007,10.000976682
"25822",200908220008,9.06393843
"25823",200908220010,12.026706596
"25824",200908220011,10.03821656
"25825",200908220013,10.090392832
"25826",200908220014,10.0132272
"25827",200908220015,9.51273886
"25828",200908230001,10.00048834
"25829",200908230002,12.016481316
"25830",200908230004,9.0641826
"25831",200908230005,7.01273886
"25832",200908230007,5.000732512
"25833",200908230008,10
"25834",200908230011,10
"25835",200908230012,10.054617976
"25836",200908240005,9.01298303
"25837",200908240007,9.55095542
"25838",200908240008,9.55095542
"25839",200908240009,13.078874824
"25840",200908240010,9.01298303
"25841",200908240011,10
"25842",200908240012,10.000976682
"25843",200908240013,10.01273886
"25844",200908240014,13.117335554
"25845",200908240015,10.052176272
"25846",200908240016,8
"25847",200908240018,9.51273886
"25848",200908240019,10
"25849",200908240020,10
"25850",200908250003,10
"25851",200908250004,9.500976682
"25852",200908250005,10.001121496
"25853",200908250006,10.0132272
"25854",200908250007,9.51273886
"25855",200908250008,9.00024417
"25856",200908250010,10
"25857",200908250011,10.06369426
"25858",200908250012,10.00048834
"25859",200908250013,10
"25860",200908250014,10.00048834
"25861",200908250016,10
"25862",200908250018,9.539193242
"25863",200908250020,5
"25864",200908250021,5.001220852
"25865",200908250025,10.026942722
"25866",200908250027,10.02572187
"25867",200908250031,10.474225628
"25868",200908250032,9.5
"25869",200908250033,10
"25870",200908250034,9.50024417
"25871",200908250035,10.010499328
"25872",200908250037,9.01298303
"25873",200908260001,9.05144376
"25874",200908260004,9.538949072
"25875",200908260005,10
"25876",200908260006,9
"25877",200908260007,10
"25878",200908260008,10
"25879",200908260009,10
"25880",200908260010,12.514075156
"25881",200908260015,9.50048834
"25882",200908260017,9.01298303
"25883",200908260018,9.000732512
"25884",200908260021,9.52572187
"25885",200908260022,10.0254777
"25886",200908260023,13
"25887",200908260024,13
"25888",200908260025,13
"25889",200908260026,10
"25890",200908260031,10.002930046
"25891",200908260032,9.500976682
"25892",200908260033,9.500732512
"25893",200908260038,9.65335458
"25894",200908260039,10.01273886
"25895",200908260040,10.01298303
"25896",200908260042,7.01273886
"25897",200908270001,10.01273886
"25898",200908270004,4
"25899",200908270006,4.51298303
"25900",200908270007,9.51273886
"25901",200908270008,5.026454382
"25902",200908270009,10
"25903",200908270010,9.51273886
"25904",200908270011,9.51273886
"25905",200908280002,10
"25906",200908280003,10
"25907",200908280005,9.000732512
"25908",200908280011,10.00024417
"25909",200908280013,10.001465022
"25910",200908280016,12.43312102
"25911",200908290001,10
"25912",200908290003,10.05095542
"25913",200908290004,10.013715542
"25914",200908290006,12.515958532
"25915",200908290007,9.539193242
"25916",200908290008,10.0132272
"25917",200908290010,7.01273886
"25918",200908290012,10.03821656
"25919",200908290013,10.028407746
"25920",200908290014,9.581316528
"25921",200908290017,12.500747664
"25922",200908290019,9.516645586
"25923",200908300001,10
"25924",200908300002,9.5
"25925",200908300003,9.01273886
"25926",200908300005,9.00024417
"25927",200908300006,9.039193242
"25928",200908300010,9.51273886
"25929",200908300013,10.03821656
"25930",200908310002,12.000855064
"25931",200908310005,10.027919404
"25932",200908310008,10.001465022
"25933",200908310011,9.50024417
"25934",200909010002,10.01273886
"25935",200909010003,4
"25936",200909010005,9.5254777
"25937",200909010006,10.001220852
"25938",200909010007,9.01273886
"25939",200909010010,10.016157246
"25940",200909010011,10.000732512
"25941",200909010012,10.00048834
"25942",200909010013,12.000373832
"25943",200909010015,9.52572187
"25944",200909020001,5.001220852
"25945",200909020002,13.00024417
"25946",200909020003,13
"25947",200909020004,9.01273886
"25948",200909020006,10.250584186
"25949",200909020008,10
"25950",200909020009,10.01273886
"25951",200909020010,10.0254777
"25952",200909020014,9.01273886
"25953",200909020017,10.01273886
"25954",200909020020,5.0132272
"25955",200909020021,10.0254777
"25956",200909020022,10.500747664
"25957",200909020023,9.51298303
"25958",200909020024,9
"25959",200909030002,10.019819802
"25960",200909030003,10.00024417
"25961",200909030005,10.01273886
"25962",200909030007,9.56369426
"25963",200909030008,9
"25964",200909030009,9.5254777
"25965",200909030010,10
"25966",200909030011,8.020215496
"25967",200909030012,12.501869158
"25968",200909030013,9.550669252
"25969",200909030014,9.527675234
"25970",200909030015,9.500732512
"25971",200909030016,9.501220852
"25972",200909030017,4.501220852
"25973",200909030018,10.001709194
"25974",200909030019,9.500732512
"25975",200909030020,9.526210212
"25976",200909030021,10.003418386
"25977",200909030022,9.0254777
"25978",200909040003,10
"25979",200909040004,9.5254777
"25980",200909040005,10
"25981",200909040006,10
"25982",200909040007,10
"25983",200909040008,10
"25984",200909040011,9.0254777
"25985",200909050004,10.002441704
"25986",200909050007,9.520063972
"25987",200909050010,9.50024417
"25988",200909050011,12.015411452
"25989",200909050013,9.01298303
"25990",200909050014,9.03821656
"25991",200909060001,9.00024417
"25992",200909060002,10.039437412
"25993",200909060004,4
"25994",200909060005,12.000855064
"25995",200909060008,9.03821656
"25996",200909060009,9.01273886
"25997",200909060011,10.15286624
"25998",200909060012,9.065563418
"25999",200909060013,9.013112692
"26000",200909060014,10
"26001",200909060015,10
"26002",200909060017,10
"26003",200909060019,10
"26004",200909060020,9.501220852
"26005",200909060021,9.501465022
"26006",200909060022,9.500976682
"26007",200909060023,9.01298303
"26008",200909070002,4
"26009",200909070004,9.51273886
"26010",200909070006,9.51273886
"26011",200909070008,9.502685874
"26012",200909070010,9.51273886
"26013",200909070011,12.500747664
"26014",200909070012,9.51273886
"26015",200909070014,10.00024417
"26016",200909070015,10.00024417
"26017",200909070016,10.081316528
"26018",200909070017,10.01273886
"26019",200909070018,10
"26020",200909070019,10.039193242
"26021",200909070020,10.026454382
"26022",200909070021,10.0387049
"26023",200909080001,10
"26024",200909080002,12.000373832
"26025",200909080009,14.01273886
"26026",200909080010,10.000732512
"26027",200909080011,10.00048834
"26028",200909080012,9.05119959
"26029",200909080013,10
"26030",200909080014,10.015913076
"26031",200909080015,10
"26032",200909080016,9.01273886
"26033",200909080017,4
"26034",200909090001,10.01273886
"26035",200909090002,9.01273886
"26036",200909090003,10.01273886
"26037",200909090004,9.0254777
"26038",200909090005,10.0387049
"26039",200909090006,9.052420442
"26040",200909090010,9.526210212
"26041",200909090011,10
"26042",200909090014,9.01273886
"26043",200909090015,10
"26044",200909090016,9.50048834
"26045",200909090018,5.10191082
"26046",200909090019,10.052420442
"26047",200909090020,9.541879116
"26048",200909090021,9.50048834
"26049",200909090022,10.00048834
"26050",200909090023,4
"26051",200909090024,9.5132272
"26052",200909090025,9
"26053",200909090026,9.01273886
"26054",200909090027,9.501220852
"26055",200909100001,9.01273886
"26056",200909100002,9.01273886
"26057",200909100003,9.01273886
"26058",200909100006,9.51273886
"26059",200909100007,16.00235039
"26060",200909100008,9.51298303
"26061",200909100009,13
"26062",200909100010,13
"26063",200909100011,13
"26064",200909100012,9.51273886
"26065",200909100015,10.026942722
"26066",200909100016,10.030361108
"26067",200909100017,9.558036362
"26068",200909100018,5.015424734
"26069",200909100019,12.500373832
"26070",200909100020,13.274108522
"26071",200909100021,7.01273886
"26072",200909100022,10
"26073",200909100023,9.01298303
"26074",200909100024,10.001121496
"26075",200909100026,9.000732512
"26076",200909110003,10
"26077",200909110005,12.001228896
"26078",200909110006,10
"26079",200909110012,9.513471372
"26080",200909110015,10.002197534
"26081",200909110016,10.026210212
"26082",200909110017,10.15286624
"26083",200909110020,9.53846073
"26084",200909120002,10.0132272
"26085",200909120003,10.0254777
"26086",200909120004,9.051932102
"26087",200909120006,9.01273886
"26088",200909120009,4
"26089",200909120012,4.05095542
"26090",200909120013,9.041879116
"26091",200909120014,9.01298303
"26092",200909120016,9.01273886
"26093",200909120017,9.01273886
"26094",200909120018,10.052908784
"26095",200909120019,9.00048834
"26096",200909130001,12.000373832
"26097",200909130006,9.01273886
"26098",200909130010,9.51298303
"26099",200909130011,9.05095542
"26100",200909130013,10.000976682
"26101",200909130014,10
"26102",200909130016,9.028407746
"26103",200909130017,7.01273886
"26104",200909130018,9.01273886
"26105",200909130019,9.00048834
"26106",200909130020,7.00024417
"26107",200909130021,6.5254777
"26108",200909140002,10.01298303
"26109",200909140003,10
"26110",200909140004,9.656772966
"26111",200909140007,7.01273886
"26112",200909140011,9.01273886
"26113",200909140013,9.51273886
"26114",200909140014,10.01273886
"26115",200909150001,7.002441704
"26116",200909150003,10
"26117",200909150004,10
"26118",200909150005,10.00048834
